;SC_1;SC_2;SC_3;SC_4;SC_5;SC_6;SC_7;SC_8;SC_9;SC_10;SC_11;SC_12;SC_13;SC_14;SC_15;SC_16;SC_17;SC_18;SC_19;SC_20;SC_21;SC_22;SC_23;SC_24;SC_25;SC_26;SC_27;SC_28
Central wavelength (lambda) [nm];620.0;630.0;640.0;650.0;660.0;670.0;680.0;690.0;700.0;710.0;720.0;730.0;740.0;750.0;760.0;770.0;780.0;790.0;800.0;810.0;820.0;830.0;840.0;860.0;870.0;880.0;890.0;900.0
